name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand,sold_date,import_date
Grand,/used-cars/for-sale/jeep/grand-cherokee/2014/laredo/wk-my14-4x4-dual-range/3654931,12990,"160,001 - 180,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2014,Jeep,11/8/2025,
XV,/used-cars/for-sale/subaru/xv/2014/2.0i/g4x-my14-awd/3669166,12990,"160,001 - 180,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2014,Subaru,,11/6/2025
Forester,/used-cars/for-sale/subaru/forester/2015/2.0d-s/s4-my15-awd/3671237,12990,"200,001+",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2015,Subaru,,11/6/2025
Santa,/used-cars/for-sale/hyundai/santa-fe/2016/elite/dm3-series-ii-my17-4x4-on-demand/3631350,13990,"200,001+",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2016,Hyundai,,
Sportage,/used-cars/for-sale/kia/sportage/2014/sli/sl-series-ii-my13-4x4-on-demand/3665403,13990,"140,001 - 160,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2014,Kia,,
X-TRAIL,/used-cars/for-sale/nissan/x-trail/2017/st-l/t32-series-ii/3604154,14990,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2017,Nissan,,
RAV4,/used-cars/for-sale/toyota/rav4/2016/gx/zsa42r/3594268,16490,"140,001 - 160,000",Manual,Petrol,SUV,11/7/2025,brisbaneautogroup,2016,Toyota,,
Rover,/used-cars/for-sale/land-rover/discovery/2015/tdv6/series-4-my15-4x4-dual-range/3605742,16990,"200,001+",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2015,Land,,11/6/2025
ASX,/used-cars/for-sale/mitsubishi/asx/2017/ls/xc-my18/3629199,16990,"100,001 - 120,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2017,Mitsubishi,,
Outlander,/used-cars/for-sale/mitsubishi/outlander/2016/ls/zk-my16/3644191,16990,"100,001 - 120,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2016,Mitsubishi,,
Acadia,/used-cars/for-sale/holden/acadia/2018/lt/ac-my19/3664025,16990,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2018,Holden,,
ZS,/used-cars/for-sale/mg/zs/2023/excite/azs1-my23/3657423,17490,"40,001 - 60,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2023,MG,,
ZS,/used-cars/for-sale/mg/zs/2023/excite/azs1-my23/3657426,17490,"40,001 - 60,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2023,MG,,
Santa,/used-cars/for-sale/hyundai/santa-fe/2014/elite/dm-my14-4x4-on-demand/3625073,17990,"120,001 - 140,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2014,Hyundai,,
ASX,/used-cars/for-sale/mitsubishi/asx/2017/ls/xc-my17/3625074,17990,"100,001 - 120,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2017,Mitsubishi,,
Colorado,/used-cars/for-sale/holden/colorado-7/2015/lt/rg-my16-4x4-dual-range/3643406,17990,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2015,Holden,,
XV,/used-cars/for-sale/subaru/xv/2016/2.0i-s/g4x-my16-awd/3645003,17990,"100,001 - 120,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2016,Subaru,,
CR-V,/used-cars/for-sale/honda/cr-v/2015/limited-edition/rm-series-ii-my17-4x4-on-demand/3664421,17990,"120,001 - 140,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2015,Honda,,
Colorado,/used-cars/for-sale/holden/colorado-7/2015/lt/rg-my16-4x4-dual-range/3636960,18990,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2015,Holden,,
CR-V,/used-cars/for-sale/honda/cr-v/2017/vti/rw-my18/3639558,18990,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2017,Honda,,
Korando,/used-cars/for-sale/ssangyong/korando/2019/ultimate-le/c300-my20-awd/3656715,20990,"20,001 - 40,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2019,SsangYong,,
Amarok,/used-cars/for-sale/volkswagen/amarok/2017/tdi550-highline/2h-my17-4x4-constant/3597834,21990,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2017,Volkswagen,,
Rover,/used-cars/for-sale/land-rover/discovery/2014/tdv6/series-4-my15-4x4-dual-range/3604153,21990,"160,001 - 180,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2014,Land,,
gla250,/used-cars/for-sale/mercedes-benz/gla-class/2015/gla250/x156-four-wheel-drive/3644853,21990,"80,001 - 100,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2015,Mercedes,,
Ranger,/used-cars/for-sale/ford/ranger/2016/xlt/px-mkii-4x4-dual-range/3669864,21990,"200,001+",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2016,Ford,,11/6/2025
Grand,/used-cars/for-sale/jeep/grand-cherokee/2020/night-eagle/wk-my20-4x4-dual-range/3596713,22990,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2020,Jeep,,
Colorado,/used-cars/for-sale/holden/colorado/2015/ls-x/rg-my16-4x4-dual-range/3636957,22990,"160,001 - 180,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2015,Holden,,
ml350,/used-cars/for-sale/mercedes-benz/m-class/2013/ml350-bluetec/w166-4x4-constant/3645001,22990,"80,001 - 100,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2013,Mercedes,,
D90,/used-cars/for-sale/ldv/d90/2018/deluxe/sv9a/3585267,23990,"60,001 - 80,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2018,LDV,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2002/gxl/fzj105r-4x4-constant/3605735,23990,"200,001+",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2002,Toyota,,
Colorado,/used-cars/for-sale/holden/colorado/2016/z71/rg-my17-4x4-dual-range/3626065,23990,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2016,Holden,,
Rover,/used-cars/for-sale/land-rover/discovery-sport/2016/sd4-hse/l550-my16.5-4x4-constant/3643412,23990,"80,001 - 100,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2016,Land,,
BT-50,/used-cars/for-sale/mazda/bt-50/2015/xtr/up-4x4-dual-range/3647910,23990,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2015,Mazda,,
Ranger,/used-cars/for-sale/ford/ranger/2016/xlt/px-mkii-4x4-dual-range/3605738,24990,"160,001 - 180,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2016,Ford,,
T60,/used-cars/for-sale/ldv/t60/2022/max-pro/sk8c-4x4-dual-range/3615635,26490,"60,001 - 80,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2022,LDV,,
A4,/used-cars/for-sale/audi/a4/2019/allroad-45-tfsi/b9-my19-4x4-on-demand/3638510,26490,"120,001 - 140,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2019,Audi,,
FJ,/used-cars/for-sale/toyota/fj-cruiser/2012/gsj15r-4x4-dual-range/3644028,26490,"200,001+",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2012,Toyota,,
Navara,/used-cars/for-sale/nissan/navara/2019/rx/d23-series-3-4x4-dual-range/3656662,26990,"80,001 - 100,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2019,Nissan,,
C-HR,/used-cars/for-sale/toyota/c-hr/2021/gxl/ngx10r/3669165,26990,"80,001 - 100,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2021,Toyota,,11/6/2025
Outback,/used-cars/for-sale/subaru/outback/2021/awd/6gen-my21-awd/3671236,26990,"120,001 - 140,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2021,Subaru,,11/6/2025
Ranger,/used-cars/for-sale/ford/ranger/2018/raptor/px-mkiii-my19-4x4-dual-range/3605736,27990,"200,001+",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2018,Ford,,
D90,/used-cars/for-sale/ldv/d90/2023/sv9a/3671233,27990,"20,001 - 40,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2023,LDV,,11/6/2025
C-HR,/used-cars/for-sale/toyota/c-hr/2019/koba/ngx10r/3602378,28990,"20,001 - 40,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2019,Toyota,,
Tucson,/used-cars/for-sale/hyundai/tucson/2022/n-line/nx4.v2-my23/3635088,29990,"60,001 - 80,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2022,Hyundai,,
Ranger,/used-cars/for-sale/ford/ranger/2016/wildtrak/px-mkii-4x4-dual-range/3647006,29990,"160,001 - 180,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2016,Ford,,
Patrol,/used-cars/for-sale/nissan/patrol/2011/dx/gu-6-series-ii-4x4-dual-range/3660996,29990,"80,001 - 100,000",Manual,Diesel,SUV,11/7/2025,brisbaneautogroup,2011,Nissan,,
Outlander,/used-cars/for-sale/mitsubishi/outlander/2022/ls/zm-my22.5-awd/3602892,31990,"40,001 - 60,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2022,Mitsubishi,,11/6/2025
X4,/used-cars/for-sale/bmw/x4/2019/xdrive30i-m-sport/g02-4x4-constant/3572551,34990,"120,001 - 140,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2019,BMW,,
Pajero,/used-cars/for-sale/mitsubishi/pajero-sport/2018/black-edition/qe-my19-4x4-dual-range/3656663,34990,"80,001 - 100,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2018,Mitsubishi,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2017/workmate/vdj79r-4x4-dual-range/3647741,54990,"180,001 - 200,000",Manual,Diesel,SUV,11/7/2025,brisbaneautogroup,2017,Toyota,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser-prado/2021/gxl/gdj150r-4x4-dual-range/3576737,56990,"80,001 - 100,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2021,Toyota,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser-prado/2022/gxl/gdj150r-4x4-dual-range/3570185,59990,"80,001 - 100,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2022,Toyota,,
RX,/used-cars/for-sale/lexus/rx/2021/450h-luxury/gyl25r-4x4-on-demand/3663967,62990,"60,001 - 80,000",Automatic,Petrol,SUV,11/7/2025,brisbaneautogroup,2021,Lexus,,
Q8,/used-cars/for-sale/audi/q8/2020/50-tdi/f1-my20-four-wheel-drive/3643405,68990,"80,001 - 100,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2020,Audi,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2022/sahara/fja300r-4x4-dual-range/3549579,121990,"40,001 - 60,000",Automatic,Diesel,SUV,11/7/2025,brisbaneautogroup,2022,Toyota,,
Ute,/used-cars/for-sale/holden/ute/2013/vf-my14/3645002,16990,"120,001 - 140,000",Automatic,Petrol,Ute,11/7/2025,brisbaneautogroup,2013,Holden,,
Navara,/used-cars/for-sale/nissan/navara/2015/st-x/d23-4x2/3649165,24990,"140,001 - 160,000",Automatic,Diesel,Ute,11/7/2025,brisbaneautogroup,2015,Nissan,,
Deliver,/used-cars/for-sale/ldv/deliver-9/2021/3604151,27490,"120,001 - 140,000",Automatic,Diesel,Van,11/7/2025,brisbaneautogroup,2021,LDV,,
,/used-cars/for-sale/mercedes-benz/vito/2017/116bluetec/447/3649004,27990,"80,001 - 100,000",Automatic,Diesel,Van,11/7/2025,brisbaneautogroup,2017,Mercedes,,
Carnival,/used-cars/for-sale/kia/carnival/2015/s/yp-my15/3630434,19990,"120,001 - 140,000",Automatic,Petrol,Wagon,11/7/2025,brisbaneautogroup,2015,Kia,,
Steed,https://www.cars24.com.au/buy-used-gwm-steed-car-19663100068736/,15490,"100,001 - 120,000",Manual,Diesel,Cab Chassis,11/7/2025,cars24,2021,GWM,,
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-19387137716992/,33490,"60,001 - 80,000",Manual,Diesel,Cab Chassis,11/7/2025,cars24,2021,Mitsubishi,,
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19869781099328/,20290,"100,001 - 120,000",Automatic,Petrol,Coupe,11/7/2025,cars24,2023,Renault,,11/6/2025
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-18519629992832/,20995,"60,001 - 80,000",Automatic,Petrol,Coupe,11/7/2025,cars24,2022,Renault,,
Mg4,https://www.cars24.com.au/buy-used-mg-mg4-car-19561486096000/,28090,"100,001 - 120,000",Automatic,Electric,Hatchback,11/7/2025,cars24,2023,MG,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,20490,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2015,Volkswagen,11/8/2025,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19413882930816/,18090,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2016,Toyota,11/8/2025,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,26590,"20,001 - 40,000",Automatic,Hybrid,Hatchback,11/7/2025,cars24,2022,Toyota,11/8/2025,
Puma,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,23090,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2022,Ford,,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-hybrid+-car-19506164816064/,24590,"40,001 - 60,000",Automatic,Hybrid,Hatchback,11/7/2025,cars24,2024,MG,11/8/2025,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,28090,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2021,Kia,11/8/2025,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414030516416/,27690,"40,001 - 60,000",Automatic,Hybrid,Hatchback,11/7/2025,cars24,2021,Toyota,11/8/2025,
2,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,23090,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2024,Mazda,11/8/2025,
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,18590,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2017,Subaru,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19630613717120/,16790,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2016,Toyota,,11/6/2025
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19561372344128/,33790,"20,001 - 40,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2022,Hyundai,,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19888594290048/,30090,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2024,Mazda,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,25690,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2019,Volkswagen,,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19337601762112/,12790,"0 - 20,000",Manual,Petrol,Hatchback,11/7/2025,cars24,2015,Mazda,11/8/2025,11/7/2025
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,19090,"0 - 20,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2019,Kia,11/8/2025,
Polo,https://www.cars24.com.au/buy-used-volkswagen-polo-car-18566072769024/,14990,"0 - 20,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2015,Volkswagen,,
Scala,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,20395,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2021,SKODA,11/8/2025,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19631890359744/,26190,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2020,Volkswagen,,
1,https://www.cars24.com.au/buy-used-bmw-1-car-18519133098432/,26190,"0 - 20,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2019,BMW,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,20190,"80,001 - 100,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2020,Kia,,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,15490,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2022,MG,,
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,33390,"80,001 - 100,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2023,Hyundai,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19715137712128/,24290,"40,001 - 60,000",Automatic,Hybrid,Hatchback,11/7/2025,cars24,2019,Toyota,,11/6/2025
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19244276161088/,21690,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2017,Hyundai,,
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,21395,"40,001 - 60,000",Manual,Petrol,Hatchback,11/7/2025,cars24,2021,Hyundai,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19711212668736/,22790,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2019,Toyota,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19414680310400/,17390,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2019,Volkswagen,,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,31590,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2023,Mazda,11/8/2025,
Prius-c,https://www.cars24.com.au/buy-used-toyota-prius-c-car-19323566440640/,18790,"120,001 - 140,000",Automatic,Hybrid,Hatchback,11/7/2025,cars24,2017,Toyota,11/8/2025,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19868526183232/,24390,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2020,Mazda,11/8/2025,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19630753571648/,20090,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2020,Toyota,11/8/2025,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19222807250496/,14790,"120,001 - 140,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2022,MG,11/8/2025,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19085614740672/,24290,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2022,Kia,11/8/2025,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19434319524800/,18790,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2018,Kia,11/8/2025,11/6/2025
2,https://www.cars24.com.au/buy-used-mazda-2-car-19787090668480/,21890,"20,001 - 40,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2023,Mazda,11/8/2025,
Baleno,https://www.cars24.com.au/buy-used-suzuki-baleno-car-18623743184256/,16990,"20,001 - 40,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2022,Suzuki,11/8/2025,
Polo,https://www.cars24.com.au/buy-used-volkswagen-polo-car-19240498168576/,18990,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2021,Volkswagen,11/8/2025,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19075155957632/,15390,"20,001 - 40,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2023,MG,11/8/2025,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19799915670848/,28490,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2023,Mazda,11/8/2025,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18121809715904/,15695,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2018,Volkswagen,11/8/2025,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19176806876736/,16390,"0 - 20,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2023,MG,11/8/2025,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19937102464384/,19190,"80,001 - 100,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2018,Mazda,11/8/2025,
Polo,https://www.cars24.com.au/buy-used-volkswagen-polo-car-19458743743296/,13390,"40,001 - 60,000",Automatic,Petrol,Hatchback,11/7/2025,cars24,2018,Volkswagen,11/8/2025,
Model,https://www.cars24.com.au/buy-used-tesla-model-3-car-17207799625856/,37399,"100,001 - 120,000",Automatic,Electric,Sedan,11/7/2025,cars24,2022,Tesla,,
Ioniq,https://www.cars24.com.au/buy-used-hyundai-ioniq-6-car-17115786185984/,46699,"60,001 - 80,000",Automatic,Electric,Sedan,11/7/2025,cars24,2023,Hyundai,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414822978176/,26190,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2021,Toyota,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19165253928192/,22090,"20,001 - 40,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2023,Kia,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-18769229090688/,23490,"40,001 - 60,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2021,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19382069032000/,29090,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2020,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19481556098112/,29890,"60,001 - 80,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2020,Toyota,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19786932210112/,19590,"40,001 - 60,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2018,Kia,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19497117816640/,31090,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2021,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553080578368/,27090,"60,001 - 80,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2022,Toyota,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19791424695744/,27990,"60,001 - 80,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2023,Toyota,,11/6/2025
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553241554816/,33190,"20,001 - 40,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2022,Toyota,,
Mg5,https://www.cars24.com.au/buy-used-mg-mg5-car-18927305213248/,21395,"40,001 - 60,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2023,MG,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19549841677696/,26590,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2022,Toyota,,
Arteon,https://www.cars24.com.au/buy-used-volkswagen-arteon-car-19266415298304/,31090,"0 - 20,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2018,Volkswagen,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19791446715328/,25990,"0 - 20,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2023,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19662557743232/,33790,"0 - 20,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2023,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19662626687872/,33590,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2022,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553268405824/,32390,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2022,Toyota,,11/6/2025
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553105369792/,33090,"0 - 20,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2022,Toyota,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19791497579200/,26090,"80,001 - 100,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2023,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19565173476672/,26890,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2018,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19146116526848/,32390,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2022,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19375692988800/,26390,"40,001 - 60,000",Automatic,Hybrid,Sedan,11/7/2025,cars24,2020,Toyota,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19165149070592/,22490,"80,001 - 100,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2023,Kia,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19244273540352/,23790,"40,001 - 60,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2022,Toyota,,
WRX,https://www.cars24.com.au/buy-used-subaru-wrx-car-19108973053376/,27790,"40,001 - 60,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2017,Subaru,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414385721792/,16890,"40,001 - 60,000",Automatic,Petrol,Sedan,11/7/2025,cars24,2016,Toyota,,
Tucson,https://www.cars24.com.au/buy-used-hyundai-tucson-car-16878786225216/,19695,"100,001 - 120,000",Automatic,Diesel,SUV,11/7/2025,cars24,2016,Hyundai,,
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-18224718831936/,30999,"60,001 - 80,000",Automatic,Hybrid,SUV,11/7/2025,cars24,2020,Toyota,,
X1,https://www.cars24.com.au/buy-used-bmw-x1-car-17653013862720/,31599,"40,001 - 60,000",Automatic,Petrol,SUV,11/7/2025,cars24,2020,BMW,,
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18996553425600/,21595,"20,001 - 40,000",Automatic,Petrol,SUV,11/7/2025,cars24,2018,Kia,,
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19619807487616/,43390,"40,001 - 60,000",Automatic,Diesel,SUV,11/7/2025,cars24,2022,Kia,,
X-trail,https://www.cars24.com.au/buy-used-nissan-x-trail-car-18552951693376/,22190,"40,001 - 60,000",Automatic,Petrol,SUV,11/7/2025,cars24,2020,Nissan,,
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19561370620672/,42890,"60,001 - 80,000",Automatic,Diesel,SUV,11/7/2025,cars24,2022,Kia,,
Tiguan,https://www.cars24.com.au/buy-used-volkswagen-tiguan-car-19571176049024/,33490,"40,001 - 60,000",Automatic,Petrol,SUV,11/7/2025,cars24,2021,Volkswagen,,11/6/2025
Santa,https://www.cars24.com.au/buy-used-hyundai-santa-fe-car-19654223924608/,33490,"40,001 - 60,000",Automatic,Diesel,SUV,11/7/2025,cars24,2021,Hyundai,,
